افریقہ	África
زمرہ:جغرافیائی سیاسیات	Categoria:Geopolítica
سانچہ:روبہ ٹول سرور	Predefinição:Toolserver
سانچہ:بھارت ریاستیں اور علاقے جات نقشہ	Predefinição:Mapa Estados da Índia e Territórios
زمرہ:موبائل آپریٹنگ سسٹم	Categoria:Sistemas operacionais móveis
زمرہ:ایشیائی تنظیمیں	Categoria:Organizações da Ásia
زمرہ:تنزانیہ میں تحفظ	Categoria:Conservação na Tanzânia
سانچہ:NOCin2014WinterOlympics	Predefinição:Países nos Jogos Olímpicos de Inverno de 2014
زمرہ:فارسی شاعری	Categoria:Poesia persa
زمرہ:سلووینیا میں ٹیلی ویژن	Categoria:Televisão da Eslovénia
زمرہ:سڑکیں	Categoria:Estradas
زمرہ:اسلام آباد کی شخصیات	Categoria:Naturais de Islamabad
زمرہ:اینگلو فریسی زبانیں	Categoria:Línguas anglo-frisãs
زمرہ:انگریزی زبان	Categoria:Língua inglesa
زمرہ:مقتول شاہان	Categoria:Monarcas assassinados
ویکی چیز	Vicki Chase
سانچہ:اطلاع مجوزہ حذف شدگی	Predefinição:Aviso-ESR
زمرہ:سندھ کی شخصیات	Categoria:Naturais de Sind
زمرہ:مجوزہ حذف شدگیاں	Categoria:!Páginas para eliminação semirrápida
سانچہ:Country data Neuquén	Predefinição:Country data Neuquén
زمرہ:بعید مواصلات بلحاظ ملک	Categoria:Telecomunicações por país
زمرہ:سولہویں صدی کی شخصیات بلحاظ پیشہ	Categoria:Pessoas do século XVI por ocupação
سانچہ:Gutenberg	Predefinição:Gutenberg
زمرہ:فلسفہ حیات	Categoria:Filosofia de vida
سکم،مقام کتاب مقدس	Siquém
زمرہ:سہ نقطی سرحد	Categoria:Tríplices fronteiras
زمرہ:دریائے زیمبزی	Categoria:Rio Zambeze
زمرہ:بوٹسوانا کی سیاسی جماعتیں	Categoria:Partidos políticos do Botswana
زمرہ:جمہوریہ گنی کی سیاسی جماعتیں	Categoria:Partidos políticos na Guiné
زمرہ:گنی بساؤ کی سیاسی جماعتیں	Categoria:Partidos políticos da Guiné-Bissau
زمرہ:زمبابوے کی سیاسی جماعتیں	Categoria:Partidos políticos do Zimbabwe
زمرہ:کینیا کی سیاسی جماعتیں	Categoria:Partidos políticos do Quênia
زمرہ:جمہوریہ کانگو کی سیاسی جماعتیں	Categoria:Partidos políticos da República do Congo
زمرہ:سینٹ کیٹز و ناویس کی سیاسی جماعتیں	Categoria:Partidos políticos de São Cristóvão e Nevis
زمرہ:یوگنڈا کی سیاسی جماعتیں	Categoria:Partidos políticos do Uganda
زمرہ:استوائی گنی کی سیاسی جماعتیں	Categoria:Partidos políticos da Guiné Equatorial
زمرہ:جمیکا کی سیاسی جماعتیں	Categoria:Partidos políticos da Jamaica
زمرہ:سالہائے برونڈی	Categoria:Anos no Burundi
سانچہ:یہودیت	Predefinição:Judaísmo
سانچہ:یمن-نامکمل	Predefinição:Esboço-Iêmen
زمرہ:جزائر ایلانڈ	Categoria:Åland
زمرہ:چڑیا گھر	Categoria:Jardins zoológicos
زمرہ:صیہونیت	Categoria:Sionismo
زمرہ:ارجنٹائن کے سفراء	Categoria:Embaixadores da Argentina
زمرہ:زنجیبار	Categoria:Zanzibar
زمرہ:کرغیزستان کے سفراء	Categoria:Embaixadores do Quirguistão
زمرہ:آسٹریلیا میں پرندے	Categoria:Aves da Austrália
زمرہ:تونس کے سفراء	Categoria:Embaixadores da Tunísia
زمرہ:یوراگوئے کے سفراء	Categoria:Embaixadores do Uruguai
سانچہ:Infobox color	Predefinição:Info/Cor
زمرہ:ذخیرۂ توانائی	Categoria:Armazenagem de energia
زمرہ:چینی شاعری	Categoria:Poesia da China
زمرہ:فرانسیسی شاعری	Categoria:Poesia da França
زمرہ:روس کے سفراء	Categoria:Embaixadores da Rússia
زمرہ:جرمنی کے سفراء	Categoria:Embaixadores da Alemanha
زمرہ:فرانس کے سفراء	Categoria:Embaixadores da França
زمرہ:شمالی کوریا کے سربراہان ریاست	Categoria:Presidentes da Coreia do Norte
زمرہ:فن لینڈ کے سربراہان ریاست	Categoria:Chefes de Estado da Finlândia
مغربی یورپی گرما وقت	Horário de Verão da Europa Ocidental
زمرہ:نبیل خاندان	Categoria:Famílias nobres
زمرہ:موریتانیہ کے سربراہان ریاست	Categoria:Presidentes da Mauritânia
زمرہ:مالی کے سربراہان ریاست	Categoria:Presidentes do Mali
زمرہ:ترکمانی صدور	Categoria:Presidentes do Turquemenistão
زمرہ:صدر ایتھوپیا	Categoria:Presidentes da Etiópia
زمرہ:لورپول	Categoria:Liverpool
زمرہ:آذربائیجان میں جرائم	Categoria:Criminalidade no Azerbaijão
زمرہ:الجزائرمیں جرائم	Categoria:Criminalidade na Argélia
زمرہ:افغانستان میں جرائم	Categoria:Criminalidade no Afeganistão
زمرہ:بلجئیم میں جرائم	Categoria:Criminalidade na Bélgica
زمرہ:یونان میں جرائم	Categoria:Criminalidade na Grécia
زمرہ:ہسپانیہ میں جرائم	Categoria:Criminalidade na Espanha
زمرہ:کینیڈا میں جرائم	Categoria:Criminalidade no Canadá
زمرہ:چین میں جرائم	Categoria:Criminalidade na China
زمرہ:ویتنام میں جرائم	Categoria:Criminalidade no Vietnã
زمرہ:جمہوریہ چین کے صوبے	Categoria:Províncias da República da China
سانچہ:خانہ معلومات فرانسیسی صوبہ	Predefinição:Info/Cantão da França
سانچہ:آزاد مصدر مصنع لطیف	Predefinição:Software Livre
زمرہ:لیبیا کے اضلاع	Categoria:Distritos da Líbia
زمرہ:اتحاد القمری کی ذیلی تقسیم	Categoria:Subdivisões das Comores
سانچہ:Lang-aa	Predefinição:Lang-aa
زمرہ:ایتھوپیا کے خطے	Categoria:Regiões da Etiópia
زمرہ:معاشرتی تحاریک	Categoria:Movimentos sociais
زمرہ:بھارت کے آبنائے	Categoria:Estreitos da Índia
زمرہ:لبنان کے اضلاع	Categoria:Distritos do Líbano
زمرہ:سابقہ غیر تسلیم شدہ ممالک	Categoria:Estados extintos não reconhecidos
زمرہ:انڈورا کے دریا	Categoria:Rios de Andorra
زمرہ:پنجاب (بھارت) کے دریا	Categoria:Rios de Punjab (Índia)
زمرہ:مصری مذہبی رہنما	Categoria:Religiosos do Egito
زمرہ:مذہبی رہنما بلحاظ مذہب	Categoria:Líderes religiosos por religião
زمرہ:جبل الطارق میں مذہب	Categoria:Religião em Gibraltar
زمرہ:ہجے اصلاحات	Categoria:Reformas ortográficas
زمرہ:تقریری ابلاغیات	Categoria:Comunicação oral
زمرہ:رچرڈ واگنر	Categoria:Richard Wagner
یگما، برکینا فاسو	Yagma
یگرا	Yagra
یکسرے	Yakkasaray
یانہھانکا ضلع	Yanahuanca (distrito)
زمرہ:تاریخ ناروے	Categoria:História da Noruega
یاؤلی ضلع، ہوانکولیکا	Yauli (distrito de Huancavelica)
ییکان ضلع	Yauyucan (Santa Cruz)
یوری ضلع	Yavari (distrito)
زمرہ:دہلی کی شخصیات	Categoria:Naturais de Deli
زمرہ:آرمینیا کی جامعات	Categoria:Universidades da Armênia
زمرہ:کیلی فورنیا کے سیاحتی مقامات	Categoria:Atrações turísticas da Califórnia
یومق	Yomuq
زمرہ:نائجیریا میں ریل نقل و حمل	Categoria:Transporte ferroviário na Nigéria
زمرہ:ایشیائی ممالک	Categoria:Países da Ásia
زمرہ:امریکی ممالک	Categoria:Países da América
یورونگوس ضلع	Yorongos (distrito)
زمرہ:ویکیپیڈیا فہارست مضمون	Categoria:!Listas de artigos Wikipedia
زمرہ:ڈورسٹ کے شہر	Categoria:Cidades de Dorset
زمرہ:1921ء کی فلمیں	Categoria:Filmes de 1921
یونسباد	Yunusabad
یوراکیکو ضلع	Yuracyacu (distrito)
یوریمگاس ضلع	Yurimaguas (distrito)
ییپچس ضلع	Yuyapichis (distrito)
زمرہ:استونیا میں ٹیلی ویژن	Categoria:Televisão da Estónia
زادیاں	Zadian
زمرہ:رقمی وسیط	Categoria:Mídia digital
زمرہ:بلجئیم کے سفراء	Categoria:Embaixadores da Bélgica
سانچہ:جاپان-نامکمل	Predefinição:Esboço-Japão
سانچہ:اسلامی طب و حکمت	Predefinição:Medicina islâmica
سانچہ:پاکستان-نامکمل	Predefinição:Esboço-Paquistão
سانچہ:بادشاہتیں	Predefinição:Monarquias
زمرہ:سالہائے جاپان	Categoria:Anos no Japão
زمرہ:سالہائے بیلاروس	Categoria:Anos na Bielorrússia
سانچہ:علم الکائنات	Predefinição:Cosmologia
سانچہ:ملبوسات	Predefinição:Roupas
سانچہ:ہندو مت	Predefinição:Hinduísmo
سانچہ:انڈونیشیا صوبے	Predefinição:Mapa da Indonésia
سانچہ:عالمی ثقافتی ورثہ پاکستان	Predefinição:Património Mundial no Paquistão
زمرہ:سالہائے روس	Categoria:Anos na Rússia
سانچہ:مارٹل کامبیٹ سیریز	Predefinição:Mortal Kombat
سانچہ:برازیل میں وقت	Predefinição:Zonas horárias do Brasil
سانچہ:عراقی اضلاع	Predefinição:Distritos do Iraque
الغزايا، لیبیا	Ghezaia
سانچہ:مذاہب عالم حسب ممالک	Predefinição:Religião por país
سانچہ:منگولیا-نامکمل	Predefinição:Esboço-Mongólia
سانچہ:جغرافیائی متناسق نظام	Predefinição:Coordenadas geográficas
زمرہ:عالمی تجارتی ادارہ	Categoria:Organização Mundial do Comércio
سانچہ:لکسمبرگ-نامکمل	Predefinição:Esboço-Luxemburgo
سانچہ:قطر-نامکمل	Predefinição:Esboço-Qatar
سانچہ:قازقستان-نامکمل	Predefinição:Esboço-Cazaquistão
سانچہ:Guideline list	Predefinição:Lista de recomendações
سانچہ:فلسطین-نامکمل	Predefinição:Esboço-Palestina
سانچہ:سعودی عرب-نامکمل	Predefinição:Esboço-Arábia Saudita
سانچہ:فطرت کے عناصر	Predefinição:Elementos da Natureza
سانچہ:طرز	Predefinição:Wikipédia/Livro de estilo
سانچہ:پاکستانی شہر بلحاظ آبادی	Predefinição:Cidades mais populosas do Paquistão
سانچہ:تاسیس مرافقات	Predefinição:Compfundcat
سانچہ:شرلاک ہولمز	Predefinição:Sherlock Holmes
زمرہ:خاندان حیاتیات	Categoria:Famílias (biologia)
سانچہ:ایرانی سیاست	Predefinição:Política do Irão
زمرہ:لاسلکی جالکاری	Categoria:Redes sem fio
سانچہ:روس-نامکمل	Predefinição:Esboço-Rússia
سانچہ:محفوظ کتاب	Predefinição:Livro gravado
سانچہ:ڈنمارک-نامکمل	Predefinição:Esboço-Dinamarca
زمرہ:ونڈوز فون سافٹ ویئر	Categoria:Programas para Windows Phone
سانچہ:یمن-جغرافیہ-نامکمل	Predefinição:Esboço-geoye
سانچہ:جغرافیہ اوقیانوسیہ	Predefinição:Geografia da Oceania
سانچہ:اسلامی جغرافیہ	Predefinição:Geografia islâmica
سانچہ:قطر-جغرافیہ-نامکمل	Predefinição:Esboço-geoqa
زمرہ:ہوائی توانائی بلحاظ ملک	Categoria:Energia eólica por país
زمرہ:بحیرہ چکچی	Categoria:Mar de Chukchi
زمرہ:روس امریکہ سرحد	Categoria:Fronteira Estados Unidos-Rússia
زمرہ:2009ء میں ملیشیا	Categoria:2009 na Malásia
زمرہ:2012ء میں ملیشیا	Categoria:2012 na Malásia
زمرہ:سیچیلیس کی ذیلی تقسیم	Categoria:Subdivisões das Seychelles
زمرہ:سرحدیں	Categoria:Fronteiras
زمرہ:تاریخ فلسفہ	Categoria:História da filosofia
زمرہ:فنی وسائط	Categoria:Artes e meios
زمرہ:صوبہ قرطبہ (ہسپانیہ)	Categoria:Província de Córdoba
زمرہ:جوامع	Categoria:Generais
سانچہ:نوبل امن انعام یافتہ	Predefinição:Nobel da Paz
سانچہ:تعداد ابواب	Predefinição:Número de portais
سانچہ:اسلامی تصوف	Predefinição:Sufismo
سانچہ:تاجکستان-نامکمل	Predefinição:Esboço-Tajiquistão
سانچہ:صحرا	Predefinição:Deserto
سانچہ:EstablishmentsInCentury	Predefinição:FundaçõesDoSéculo
سانچہ:بنگلہ دیش-نامکمل	Predefinição:Esboço-Bangladesh
سانچہ:قدرتی آفات	Predefinição:Desastres naturais
زمرہ:1408ء کی کتابیں	Categoria:Livros de 1408
سانچہ:اداکار-نامکمل	Predefinição:Esboço-ator-cinema
سانچہ:آئس لینڈ-نامکمل	Predefinição:Esboço-Islândia
سانچہ:سیاسی نظریات	Predefinição:Ideologias políticas
سانچہ:یوکرین-نامکمل	Predefinição:Esboço-Ucrânia
زمرہ:1525ء کی کتابیں	Categoria:Livros de 1525
زمرہ:1536ء کی کتابیں	Categoria:Livros de 1536
زمرہ:1543ء کی کتابیں	Categoria:Livros de 1543
زمرہ:1554ء کی کتابیں	Categoria:Livros de 1554
زمرہ:1561ء میں سیاست	Categoria:1561 na política
زمرہ:1569ء کی کتابیں	Categoria:Livros de 1569
زمرہ:1571ء کی کتابیں	Categoria:Livros de 1571
زمرہ:1580ء کی کتابیں	Categoria:Livros de 1580
زمرہ:1587ء کی کتابیں	Categoria:Livros de 1587
سانچہ:ازبکستان-نامکمل	Predefinição:Esboço-Uzbequistão
سانچہ:اردن-نامکمل	Predefinição:Esboço-Jordânia
زمرہ:نیم محفوظ کردہ سانچے	Categoria:Semi-protected templates
وجد	Êxtase
زمرہ:1603ء کی کتابیں	Categoria:Livros de 1603
زمرہ:1618ء میں سیاست	Categoria:1618 na política
زمرہ:1627ء کی کتابیں	Categoria:Livros de 1627
زمرہ:1634ء کی کتابیں	Categoria:Livros de 1634
زمرہ:جرمنی میں آب	Categoria:Água na Alemanha
زمرہ:1648ء کی کتابیں	Categoria:Livros de 1648
زمرہ:1649ء کی کتابیں	Categoria:Livros de 1649
زمرہ:1658ء میں سیاست	Categoria:1658 na política
زمرہ:1660ء میں سیاست	Categoria:1660 na política
زمرہ:1667ء کی کتابیں	Categoria:Livros de 1667
زمرہ:1670ء میں سیاست	Categoria:1670 na política
زمرہ:1681ء کی کتابیں	Categoria:Livros de 1681
سانچہ:User ur-2	Predefinição:User ur-2
زمرہ:1686ء کی کتابیں	Categoria:Livros de 1686
زمرہ:1699ء میں سیاست	Categoria:1699 na política
زمرہ:ویکیپیڈیا مزاح	Categoria:!Humor
زمرہ:1705ء کی کتابیں	Categoria:Livros de 1705
